ID_Funcionario,Departamento,Cargo,Nivel_Hierarquico,Estado,Genero,Etnia,Regime_Trabalho,Turno,Data_Admissao,Data_Desligamento,Motivo_Desligamento,Status,Salario_Bruto,Horas_Treinamento_Ano,Avaliacao_Desempenho,Dias_Falta_Ano,Beneficios
FUNC-0352,Tecnologia,Desenvolvedor Frontend Sr,Sênior,RJ,Masculino,Não Informado,CLT 40h,Híbrido,2018-12-21,,,Ativo,17630.35,21,4.3,0,Vale Transporte|Gympass|Stock Options|Plano de Saúde|Seguro de Vida
FUNC-0353,Tecnologia,Desenvolvedor Backend Pl,Pleno,MG,Feminino,Branco,CLT 40h,Híbrido,2023-11-10,,,Ativo,10396.98,6,3.9,3,Plano de Saúde|Auxílio Creche|Gympass|Seguro de Vida
FUNC-0354,Jurídico,Advogado Sr,Sênior,RS,Feminino,Pardo,CLT 40h,Presencial,2022-12-07,,,Ativo,14788.28,40,3.1,1,Plano de Saúde|Seguro de Vida|Plano Odontológico|Stock Options|Home Office
FUNC-0355,Financeiro,Assistente Financeiro,Júnior,SP,Feminino,Branco,PJ,Híbrido,2021-07-15,,,Ativo,2980.47,15,2.9,7,Home Office|Vale Refeição|Vale Transporte
FUNC-0356,RH,Analista de RH Pl,Pleno,BA,Masculino,Pardo,CLT 44h,Híbrido,2018-07-21,2019-12-20,Desligamento sem justa causa,Desligado,6551.59,28,3.5,0,Gympass|Plano de Saúde|Auxílio Creche|Home Office
FUNC-0357,Marketing,Coordenador de Marketing,Especialista,SP,Feminino,Amarelo,CLT 44h,Presencial,2018-03-09,2019-05-26,Pedido do colaborador,Desligado,11809.8,34,4.0,2,Plano Odontológico|PLR|Vale Transporte|Stock Options|Home Office|Vale Refeição
FUNC-0358,Tecnologia,Desenvolvedor Frontend Sr,Sênior,RJ,Masculino,Branco,CLT 40h,Noturno,2018-05-11,,,Ativo,12597.9,23,,5,PLR|Plano Odontológico|Gympass|Stock Options|Vale Refeição
FUNC-0359,Operações,Supervisor de Operações,Especialista,PR,Feminino,Pardo,CLT 40h,Presencial,2021-09-09,2024-03-19,Término de contrato,Desligado,12000.0,29,4.2,0,Auxílio Creche|Plano Odontológico|Vale Transporte|Vale Refeição|Seguro de Vida|Plano de Saúde
FUNC-0360,Jurídico,Advogado Jr,Júnior,SP,Masculino,Pardo,CLT 40h,Noturno,2017-02-27,2020-10-08,Desligamento sem justa causa,Desligado,4922.15,29,2.8,4,Plano de Saúde|PLR|Vale Refeição
FUNC-0361,Operações,Operador de Produção,Júnior,RJ,Masculino,Pardo,CLT 40h,Presencial,2019-01-22,2019-10-15,Desligamento por justa causa,Desligado,2054.7,9,2.9,6,Vale Transporte|Gympass|Vale Refeição
FUNC-0362,Marketing,Gerente de Marketing,Gestão,PR,Feminino,Pardo,CLT 40h,Noturno,2023-11-04,,,Ativo,20057.89,18,4.8,0,PLR|Vale Transporte|Auxílio Creche|Stock Options|Plano Odontológico|Home Office|Plano de Saúde
FUNC-0363,Financeiro,Analista Financeiro Sr,Sênior,RJ,Feminino,Pardo,CLT 40h,Híbrido,2024-07-21,,,Ativo,8793.58,11,4.1,0,Gympass|Seguro de Vida|Plano de Saúde|Auxílio Creche|PLR
FUNC-0364,Tecnologia,Desenvolvedor Backend Pl,Pleno,SP,Feminino,Branco,PJ,Presencial,2015-01-20,,,Ativo,6184.93,17,3.2,0,Auxílio Creche|Home Office|Vale Transporte|Vale Refeição
FUNC-0365,Logística,Assistente de Logística,Júnior,RJ,Feminino,Branco,CLT 44h,Presencial,2020-01-16,2020-06-09,Pedido do colaborador,Desligado,2026.48,28,3.2,10,Stock Options|Vale Transporte|Plano de Saúde
FUNC-0366,Comercial,Gerente Comercial,Gestão,RJ,Feminino,Branco,PJ,Presencial,2024-07-04,,,Ativo,18796.12,14,4.3,0,Vale Refeição|Vale Transporte|Stock Options|Plano Odontológico|Auxílio Creche|Gympass|Home Office
FUNC-0367,RH,HRBP Sr,Sênior,SP,Masculino,Branco,CLT 44h,Home Office,2020-04-19,2023-08-19,Pedido do colaborador,Desligado,13777.6,9,3.6,0,Plano Odontológico|Seguro de Vida|Vale Transporte|Plano de Saúde|Gympass
FUNC-0368,Marketing,Analista de Marketing Pl,Pleno,RJ,Masculino,Amarelo,PJ,Noturno,2021-07-20,,,Ativo,4108.19,35,3.3,0,Gympass|Plano Odontológico|Plano de Saúde|Auxílio Creche
FUNC-0369,Operações,Supervisor de Operações,Especialista,MG,Masculino,Preto,PJ,Presencial,2017-03-20,,,Ativo,8199.25,30,3.7,1,Vale Transporte|Plano de Saúde|Home Office|Seguro de Vida|PLR|Gympass
FUNC-0370,Operações,Operador de Produção,Júnior,SP,Feminino,Branco,PJ,Presencial,2020-05-23,,,Ativo,2482.14,26,3.4,0,Auxílio Creche|PLR|Stock Options
FUNC-0371,Tecnologia,Tech Lead,Especialista,CE,Feminino,Não Informado,CLT 40h,Home Office,2021-10-08,,,Ativo,23850.47,4,4.7,1,Gympass|Home Office|Stock Options|Plano de Saúde|PLR|Auxílio Creche
FUNC-0372,Comercial,Coordenador Comercial,Especialista,SC,Feminino,Pardo,CLT 40h,Híbrido,2017-02-19,,,Ativo,9606.7,42,4.4,4,Stock Options|Plano de Saúde|Auxílio Creche|Seguro de Vida|Gympass|Vale Transporte
FUNC-0373,Logística,Coordenador de Logística,Especialista,CE,Masculino,Branco,CLT 40h,Noturno,2018-11-14,2024-05-06,Pedido do colaborador,Desligado,8831.23,20,4.4,2,Plano Odontológico|PLR|Gympass|Vale Transporte|Vale Refeição|Home Office
FUNC-0374,Tecnologia,Desenvolvedor Frontend Sr,Sênior,MG,Masculino,Branco,CLT 40h,Híbrido,2019-12-12,,,Ativo,15229.46,40,3.4,1,Auxílio Creche|Vale Refeição|Home Office|Gympass|Vale Transporte
FUNC-0375,Marketing,Assistente de Marketing,Júnior,MG,Masculino,Branco,CLT 44h,Presencial,2018-09-19,,,Ativo,2200.58,11,2.9,1,Gympass|Seguro de Vida|Vale Refeição
FUNC-0376,Logística,Analista de Logística Pl,Pleno,SP,Masculino,Pardo,CLT 44h,Home Office,2024-08-22,,,Ativo,3823.07,11,3.0,1,Home Office|Auxílio Creche|Stock Options|PLR
FUNC-0377,RH,Coordenador de RH,Especialista,PR,Masculino,Branco,CLT 40h,Híbrido,2023-08-23,2024-01-29,Pedido do colaborador,Desligado,10036.32,19,3.8,0,Home Office|Vale Refeição|Plano de Saúde|PLR|Stock Options|Vale Transporte
FUNC-0378,Financeiro,Assistente Financeiro,Júnior,SP,Feminino,Pardo,CLT 40h,Híbrido,2021-01-08,,,Ativo,,18,2.9,1,Plano Odontológico|Seguro de Vida|Gympass
FUNC-0379,Operações,Técnico de Operações Pl,Pleno,SP,Feminino,Branco,CLT 40h,Híbrido,2015-10-14,2019-10-17,Término de contrato,Desligado,5187.8,21,4.6,4,Home Office|Auxílio Creche|Seguro de Vida|PLR
FUNC-0380,Tecnologia,Desenvolvedor Backend Sr,Sênior,RJ,Feminino,Pardo,CLT 40h,Home Office,2020-12-16,,,Ativo,18125.91,48,4.0,2,PLR|Vale Transporte|Home Office|Seguro de Vida|Plano Odontológico
FUNC-0381,Marketing,Designer Sr,Sênior,SP,Feminino,Preto,PJ,Presencial,2024-09-02,,,Ativo,8577.85,17,3.1,0,Home Office|Plano Odontológico|Seguro de Vida|Gympass|Stock Options
FUNC-0382,Comercial,Analista Comercial Pl,Pleno,BA,Feminino,Branco,CLT 40h,Híbrido,2021-11-19,2022-04-17,Pedido do colaborador,Desligado,5170.95,12,3.9,2,Auxílio Creche|Plano de Saúde|Home Office|Stock Options
FUNC-0383,Operações,Técnico de Operações Pl,Pleno,PR,Feminino,Branco,CLT 44h,Presencial,2019-11-02,,,Ativo,5669.93,4,3.5,0,PLR|Plano Odontológico|Seguro de Vida|Gympass
FUNC-0384,RH,Gerente de RH,Gestão,BA,Feminino,Branco,PJ,Híbrido,2021-05-12,2024-02-14,Pedido do colaborador,Desligado,19478.77,8,5.0,2,Seguro de Vida|Vale Refeição|Gympass|PLR|Plano Odontológico|Stock Options|Home Office
FUNC-0385,Tecnologia,Analista de Dados Pl,Pleno,RJ,Feminino,Amarelo,CLT 40h,Home Office,2016-04-05,2019-11-29,Proposta externa,Desligado,8367.82,20,4.7,0,Plano de Saúde|Home Office|Vale Transporte|Stock Options
FUNC-0386,Jurídico,Advogado Jr,Júnior,RJ,Feminino,Branco,CLT 44h,Home Office,2024-03-25,,,Ativo,5378.65,60,3.5,5,Seguro de Vida|Plano de Saúde|Stock Options
FUNC-0387,Comercial,Consultor de Vendas Sr,Sênior,PR,Feminino,Pardo,PJ,Híbrido,2019-03-18,2022-11-25,Desligamento sem justa causa,Desligado,9340.96,27,4.1,5,Vale Transporte|Plano Odontológico|Gympass|PLR|Vale Refeição
FUNC-0388,Comercial,Assistente Comercial,Júnior,SP,Feminino,Pardo,CLT 44h,Presencial,2024-02-04,2024-08-14,Desligamento sem justa causa,Desligado,2245.24,24,2.9,2,Vale Refeição|Vale Transporte|PLR
FUNC-0389,Tecnologia,Desenvolvedor Backend Pl,Pleno,RS,Feminino,Branco,CLT 44h,Híbrido,2020-01-11,2023-07-27,Desligamento sem justa causa,Desligado,9464.04,30,3.3,7,Plano de Saúde|PLR|Vale Transporte|Auxílio Creche
FUNC-0390,Financeiro,Analista Financeiro Pl,Pleno,SP,Masculino,Pardo,CLT 44h,Híbrido,2018-11-26,,,Ativo,6385.07,19,2.5,3,Vale Transporte|Home Office|Auxílio Creche|Gympass
FUNC-0391,Financeiro,Analista Financeiro Pl,Pleno,MG,Masculino,Branco,CLT 44h,Híbrido,2023-08-17,,,Ativo,7438.29,9,4.2,0,Seguro de Vida|PLR|Vale Transporte|Gympass
FUNC-0392,Operações,Supervisor de Operações,Especialista,PE,Feminino,Branco,CLT 40h,Híbrido,2021-04-15,,,Ativo,10343.86,8,4.0,0,Auxílio Creche|Home Office|Plano de Saúde|Vale Transporte|Stock Options|Gympass
FUNC-0393,Jurídico,Advogado Jr,Júnior,CE,Masculino,Preto,PJ,Híbrido,2024-05-27,,,Ativo,5287.17,15,3.1,6,Vale Transporte|Auxílio Creche|Plano Odontológico
FUNC-0394,Comercial,Assistente Comercial,Júnior,RJ,Feminino,Pardo,CLT 44h,Híbrido,2021-06-13,2022-01-29,Desligamento por baixa performance,Desligado,2637.45,42,3.3,2,PLR|Seguro de Vida|Auxílio Creche
FUNC-0395,Operações,Operador de Produção,Júnior,RS,Masculino,Não Informado,CLT 44h,Híbrido,2019-05-16,,,Ativo,2039.91,23,3.9,2,Plano de Saúde|Vale Refeição|Seguro de Vida
FUNC-0396,Comercial,Assistente Comercial,Júnior,SP,Masculino,Branco,CLT 44h,Presencial,2024-05-03,2024-08-17,Desligamento por baixa performance,Desligado,2309.56,26,3.4,13,Plano de Saúde|Stock Options|Gympass
FUNC-0397,Comercial,Assistente Comercial,Júnior,RJ,Masculino,Branco,CLT 44h,Presencial,2016-04-28,,,Ativo,2853.33,41,2.9,3,Plano de Saúde|Home Office|Auxílio Creche
FUNC-0398,Tecnologia,Desenvolvedor Frontend Sr,Sênior,PE,Feminino,Pardo,CLT 40h,Home Office,2017-09-26,2024-04-13,Pedido do colaborador,Desligado,14872.92,11,3.5,5,Gympass|Stock Options|Plano Odontológico|Seguro de Vida|Vale Refeição
FUNC-0399,RH,Analista de RH Pl,Pleno,RS,Masculino,Branco,CLT 40h,Presencial,2023-06-21,,,Ativo,5773.27,11,3.4,3,Seguro de Vida|Stock Options|Home Office|Gympass
FUNC-0400,Comercial,Consultor de Vendas Sr,Sênior,PE,Masculino,Preto,CLT 40h,Híbrido,2022-09-19,,,Ativo,7055.65,26,4.2,3,Seguro de Vida|Home Office|Plano Odontológico|Stock Options|Auxílio Creche
FUNC-0401,RH,HRBP Sr,Sênior,MG,Masculino,Preto,CLT 40h,Híbrido,2018-06-01,,,Ativo,11715.94,21,3.6,9,Auxílio Creche|Plano Odontológico|Gympass|Home Office|Stock Options
FUNC-0402,RH,HRBP Sr,Sênior,SP,Masculino,Branco,PJ,Presencial,2016-04-24,2018-03-16,Pedido do colaborador,Desligado,11782.39,24,4.7,9,Auxílio Creche|Plano de Saúde|Vale Transporte|Stock Options|PLR
FUNC-0403,Marketing,Analista de Marketing Pl,Pleno,RS,Masculino,Amarelo,CLT 40h,Presencial,2023-08-18,,,Ativo,5613.04,22,2.6,1,Plano Odontológico|Seguro de Vida|Auxílio Creche|PLR
FUNC-0404,Financeiro,Coordenador Financeiro,Especialista,SP,Feminino,Branco,CLT 40h,Presencial,2015-11-09,2020-03-13,Pedido do colaborador,Desligado,9631.19,36,2.7,1,Plano de Saúde|PLR|Gympass|Vale Refeição|Home Office|Plano Odontológico
FUNC-0405,Financeiro,Analista Financeiro Pl,Pleno,MG,Feminino,Branco,CLT 44h,Híbrido,2020-08-09,,,Ativo,5863.55,7,3.0,2,Auxílio Creche|Vale Transporte|Plano Odontológico|Stock Options
FUNC-0406,Jurídico,Estagiário Jurídico,Estagiário,PR,Masculino,Pardo,Estágio,Presencial,2024-05-16,,,Ativo,1709.38,16,3.1,5,Plano Odontológico|PLR
FUNC-0407,RH,Analista de RH Pl,Pleno,SP,Masculino,Branco,CLT 44h,Híbrido,2019-06-17,,,Ativo,5253.94,12,4.0,0,PLR|Plano de Saúde|Gympass|Vale Transporte
FUNC-0408,RH,Analista de RH Pl,Pleno,SP,Masculino,Preto,CLT 40h,Presencial,2018-09-01,,,Ativo,4530.72,83,4.4,2,Stock Options|Auxílio Creche|Vale Transporte|Seguro de Vida
FUNC-0409,Marketing,Coordenador de Marketing,Especialista,PR,Feminino,Branco,CLT 40h,Presencial,2024-01-26,,,Ativo,10062.82,9,3.6,0,Stock Options|Vale Refeição|Gympass|Seguro de Vida|Plano Odontológico|PLR
FUNC-0410,Financeiro,Coordenador Financeiro,Especialista,RJ,Feminino,Branco,CLT 44h,Noturno,2021-01-28,2024-08-01,Desligamento sem justa causa,Desligado,10761.59,61,3.6,2,Vale Transporte|Stock Options|Vale Refeição|Gympass|Auxílio Creche|Home Office
FUNC-0411,RH,Analista de RH Sr,Sênior,PE,Feminino,Branco,CLT 44h,Híbrido,2024-05-19,,,Ativo,11000.0,26,4.1,11,Plano Odontológico|Auxílio Creche|Plano de Saúde|Vale Refeição|Seguro de Vida
FUNC-0412,Operações,Técnico de Operações Pl,Pleno,SP,Masculino,Não Informado,PJ,Home Office,2015-05-02,,,Ativo,,56,3.6,2,Auxílio Creche|Vale Refeição|PLR|Seguro de Vida
FUNC-0413,Tecnologia,Analista de Dados Pl,Pleno,SP,Feminino,Branco,PJ,Home Office,2024-07-14,,,Ativo,5500.0,41,3.8,0,Vale Transporte|Stock Options|Plano de Saúde|Gympass
FUNC-0414,Comercial,Assistente Comercial,Júnior,RJ,Masculino,Branco,CLT 40h,Híbrido,2020-01-16,,,Ativo,1883.03,23,3.4,3,Plano Odontológico|PLR|Gympass
FUNC-0415,Marketing,Designer Sr,Sênior,SP,Feminino,Pardo,CLT 40h,Presencial,2021-01-18,,,Ativo,9247.97,23,4.4,4,Vale Transporte|Auxílio Creche|Seguro de Vida|Home Office|Gympass
FUNC-0416,Marketing,Analista de Marketing Pl,Pleno,MG,Feminino,Pardo,CLT 44h,Presencial,2022-07-16,,,Ativo,6089.6,8,1.9,0,Seguro de Vida|PLR|Stock Options|Vale Refeição
FUNC-0417,Financeiro,Analista Financeiro Sr,Sênior,RJ,Masculino,Branco,CLT 40h,Presencial,2020-12-03,,,Ativo,10133.01,18,3.7,2,Vale Transporte|Seguro de Vida|Vale Refeição|Auxílio Creche|Gympass
FUNC-0418,Tecnologia,Analista de Dados Sr,Sênior,PE,Masculino,Pardo,CLT 40h,Presencial,2019-01-08,,,Ativo,12286.43,61,4.1,0,Home Office|Auxílio Creche|PLR|Vale Refeição|Vale Transporte
FUNC-0419,Tecnologia,Analista de Dados Pl,Pleno,BA,Masculino,Branco,CLT 40h,Presencial,2024-09-26,,,Ativo,6682.64,20,3.6,3,Home Office|Auxílio Creche|Plano de Saúde|Vale Refeição
FUNC-0420,Operações,Operador de Produção,Júnior,RJ,Masculino,Pardo,CLT 44h,Presencial,2024-07-15,,,Ativo,2642.85,23,3.4,3,Home Office|Plano de Saúde|Seguro de Vida
FUNC-0421,Logística,Coordenador de Logística,Especialista,SP,Feminino,Branco,CLT 40h,Híbrido,2018-12-06,,,Ativo,9111.31,19,3.9,5,Plano de Saúde|Gympass|Auxílio Creche|Stock Options|Home Office|Seguro de Vida
FUNC-0422,Jurídico,Advogado Pl,Pleno,RJ,Feminino,Branco,CLT 40h,Híbrido,2023-03-20,2023-12-31,Desligamento sem justa causa,Desligado,7417.05,22,3.6,4,Plano de Saúde|PLR|Gympass|Plano Odontológico
FUNC-0423,Jurídico,Gerente Jurídico,Gestão,SP,Masculino,Branco,CLT 40h,Presencial,2024-08-06,,,Ativo,26283.72,8,3.2,2,Plano de Saúde|Auxílio Creche|Seguro de Vida|Home Office|Plano Odontológico|Gympass|Vale Transporte
FUNC-0424,Tecnologia,Desenvolvedor Frontend Pl,Pleno,CE,Feminino,Branco,CLT 44h,Presencial,2022-09-06,2023-08-28,Pedido do colaborador,Desligado,8106.37,18,3.4,3,Home Office|Seguro de Vida|Plano Odontológico|Plano de Saúde
FUNC-0425,Marketing,Coordenador de Marketing,Especialista,RS,Feminino,Branco,CLT 40h,Híbrido,2023-07-22,2023-11-11,Pedido do colaborador,Desligado,10498.95,8,2.9,1,PLR|Plano Odontológico|Stock Options|Home Office|Gympass|Plano de Saúde
FUNC-0426,Financeiro,Coordenador Financeiro,Especialista,RJ,Não Informado,Pardo,CLT 40h,Presencial,2020-09-26,,,Ativo,13361.7,26,3.5,8,Plano Odontológico|Seguro de Vida|Gympass|Plano de Saúde|PLR|Home Office
FUNC-0427,Tecnologia,Gerente de Tecnologia,Gestão,SP,Feminino,Branco,CLT 40h,Híbrido,2018-06-09,2020-07-12,Desligamento sem justa causa,Desligado,31173.36,29,4.8,1,Vale Transporte|Stock Options|Plano de Saúde|Vale Refeição|Auxílio Creche|Home Office|Plano Odontológico
FUNC-0428,Tecnologia,Tech Lead,Especialista,RJ,Feminino,Branco,CLT 40h,Presencial,2020-01-21,2021-02-07,Pedido do colaborador,Desligado,18734.15,34,3.8,5,Gympass|Auxílio Creche|Vale Transporte|Stock Options|Seguro de Vida|Home Office
FUNC-0429,Marketing,Analista de Marketing Pl,Pleno,SP,Feminino,Branco,CLT 44h,Híbrido,2017-02-13,2020-10-06,Desligamento sem justa causa,Desligado,5874.37,61,2.8,0,Vale Transporte|Stock Options|Seguro de Vida|Gympass
FUNC-0430,Logística,Coordenador de Logística,Especialista,PE,Feminino,Pardo,PJ,Presencial,,,,Ativo,12823.1,44,3.8,3,Seguro de Vida|Auxílio Creche|PLR|Vale Refeição|Gympass|Home Office
FUNC-0431,Tecnologia,Desenvolvedor Frontend Sr,Sênior,BA,Feminino,Amarelo,CLT 44h,Home Office,2019-02-25,2020-02-05,Pedido do colaborador,Desligado,17798.63,22,3.6,0,Vale Refeição|Seguro de Vida|Gympass|Plano de Saúde|Stock Options
FUNC-0432,RH,HRBP Sr,Sênior,GO,Masculino,Pardo,PJ,Home Office,2020-11-25,,,Ativo,12450.19,15,4.1,1,Plano de Saúde|Vale Transporte|Gympass|Seguro de Vida|Vale Refeição
FUNC-0433,Operações,Supervisor de Operações,Especialista,RJ,Masculino,Amarelo,CLT 44h,Presencial,2019-11-06,2024-06-15,Pedido do colaborador,Ativo,8043.08,15,,1,Plano de Saúde|Home Office|Vale Refeição|Vale Transporte|Stock Options|PLR
FUNC-0434,Tecnologia,Desenvolvedor Backend Pl,Pleno,BA,Masculino,Pardo,CLT 40h,Híbrido,2023-02-17,,,Ativo,6259.63,13,3.4,6,Home Office|Gympass|Vale Refeição|PLR
FUNC-0435,Marketing,Designer Sr,Sênior,RJ,Feminino,Pardo,CLT 44h,Home Office,2023-05-05,,,Ativo,8938.62,27,3.1,1,Vale Refeição|Home Office|Plano de Saúde|Auxílio Creche|Stock Options
FUNC-0436,Financeiro,Coordenador Financeiro,Especialista,RJ,Feminino,Branco,CLT 40h,Home Office,2021-11-16,2024-05-13,Pedido do colaborador,Desligado,10343.82,54,4.2,6,Vale Transporte|Home Office|Stock Options|Gympass|Plano de Saúde|PLR
FUNC-0437,Operações,Operador de Produção,Júnior,CE,Feminino,Pardo,PJ,Híbrido,2024-01-04,,,Ativo,1984.87,15,3.0,0,Plano Odontológico|Auxílio Creche|Stock Options
FUNC-0438,Comercial,Analista Comercial Pl,Pleno,RJ,Masculino,Branco,CLT 44h,Presencial,2020-11-26,,,Ativo,5202.64,28,2.8,2,Auxílio Creche|Plano de Saúde|Home Office|Plano Odontológico
FUNC-0439,Financeiro,Analista Financeiro Pl,Pleno,SP,Masculino,Pardo,CLT 44h,Presencial,2018-11-01,,,Ativo,6645.83,28,3.8,3,Auxílio Creche|Vale Transporte|Seguro de Vida|Vale Refeição
FUNC-0440,RH,Coordenador de RH,Especialista,RJ,Feminino,Não Informado,CLT 40h,Presencial,2024-04-23,,,Ativo,10215.9,12,3.4,2,Vale Refeição|Vale Transporte|Home Office|Gympass|Seguro de Vida|Plano de Saúde
FUNC-0441,Logística,Gerente de Logística,Gestão,SP,Masculino,Não Informado,PJ,Híbrido,2021-12-09,,,Ativo,15741.13,32,4.8,1,Vale Transporte|Stock Options|PLR|Gympass|Plano de Saúde|Vale Refeição|Seguro de Vida
FUNC-0442,Financeiro,Gerente Financeiro,Gestão,SP,Masculino,Pardo,PJ,Presencial,2018-09-21,,,Ativo,18982.56,10,4.4,2,Stock Options|Gympass|Seguro de Vida|Vale Refeição|Vale Transporte|PLR|Plano Odontológico
FUNC-0443,Financeiro,Analista Financeiro Pl,Pleno,SP,Feminino,Preto,CLT 44h,Híbrido,2024-04-27,,,Ativo,6124.54,20,2.9,0,Plano Odontológico|Vale Transporte|Vale Refeição|Gympass
FUNC-0444,RH,Analista de RH Sr,Sênior,SP,Feminino,Pardo,CLT 40h,Híbrido,2018-05-19,2020-10-13,Pedido do colaborador,Desligado,9291.6,22,2.8,0,Plano de Saúde|Auxílio Creche|Gympass|Plano Odontológico|Home Office
FUNC-0445,Jurídico,Advogado Sr,Sênior,SP,Masculino,Pardo,CLT 40h,Presencial,2022-05-01,2023-04-25,Pedido do colaborador,Desligado,20078.31,24,2.4,3,Plano Odontológico|Vale Transporte|Auxílio Creche|Stock Options|Vale Refeição
FUNC-0446,Financeiro,Gerente Financeiro,Gestão,RJ,Masculino,Pardo,CLT 40h,Presencial,2017-05-23,2021-11-26,Desligamento por justa causa,Desligado,24723.45,25,3.2,4,Vale Transporte|Home Office|Stock Options|Vale Refeição|PLR|Auxílio Creche|Plano de Saúde
FUNC-0447,Jurídico,Estagiário Jurídico,Estagiário,RS,Masculino,Não Informado,Estágio,Home Office,2020-02-28,,,Ativo,1155.52,8,3.3,10,Auxílio Creche|Stock Options
FUNC-0448,Tecnologia,Desenvolvedor Backend Sr,Sênior,MG,Feminino,Branco,PJ,Híbrido,2020-10-28,2023-11-04,Pedido do colaborador,Desligado,14330.23,8,4.4,0,Plano Odontológico|Auxílio Creche|Seguro de Vida|PLR|Plano de Saúde
FUNC-0449,Tecnologia,Desenvolvedor Backend Sr,Sênior,RJ,Feminino,Pardo,CLT 40h,Noturno,2024-08-01,,,Ativo,18404.12,6,3.2,0,Plano de Saúde|Plano Odontológico|Seguro de Vida|Stock Options|Auxílio Creche
FUNC-0450,Logística,Analista de Logística Pl,Pleno,RS,Feminino,Branco,CLT 40h,Híbrido,2023-01-08,,,Ativo,6657.88,9,3.2,1,Vale Refeição|Auxílio Creche|Gympass|Stock Options
FUNC-0451,Operações,Supervisor de Operações,Especialista,SP,Feminino,Branco,CLT 40h,Presencial,2021-06-15,2021-10-16,Término de contrato,Desligado,8626.56,53,3.9,1,Home Office|Seguro de Vida|Gympass|PLR|Auxílio Creche|Plano Odontológico
FUNC-0452,Tecnologia,Desenvolvedor Backend Sr,Sênior,RJ,Masculino,Não Informado,CLT 44h,Híbrido,2024-10-01,,,Ativo,17015.45,55,2.9,1,Home Office|Vale Transporte|Stock Options|Plano de Saúde|Vale Refeição
FUNC-0453,Financeiro,Coordenador Financeiro,Especialista,MG,Feminino,Não Informado,CLT 44h,Híbrido,2020-03-22,2020-06-23,Desligamento sem justa causa,Desligado,12233.72,10,3.1,2,Plano de Saúde|Stock Options|Vale Refeição|Home Office|Vale Transporte|Seguro de Vida
FUNC-0454,Comercial,Analista Comercial Pl,Pleno,RJ,Não Informado,Branco,CLT 40h,Home Office,2020-01-27,,,Ativo,4865.09,25,3.4,0,Plano Odontológico|Seguro de Vida|PLR|Vale Transporte
FUNC-0455,Operações,Supervisor de Operações,Especialista,GO,Masculino,Preto,CLT 40h,Home Office,2023-07-14,,,Ativo,8708.2,20,3.8,1,Home Office|Vale Refeição|Vale Transporte|Seguro de Vida|PLR|Gympass
FUNC-0456,Tecnologia,Desenvolvedor Backend Jr,Júnior,SP,Feminino,Pardo,CLT 44h,Home Office,2022-06-08,2023-02-05,Proposta externa,Desligado,5021.34,24,3.4,0,Plano de Saúde|Home Office|Gympass
FUNC-0457,Logística,Analista de Logística Pl,Pleno,SC,Masculino,Branco,CLT 44h,Presencial,2019-11-22,,,Ativo,5240.31,38,2.6,1,Stock Options|Plano de Saúde|Vale Transporte|Vale Refeição
FUNC-0458,Logística,Coordenador de Logística,Especialista,RS,Feminino,Branco,CLT 44h,Híbrido,2017-07-12,2020-01-28,Desligamento sem justa causa,Desligado,10177.89,16,3.5,1,Seguro de Vida|Plano de Saúde|PLR|Stock Options|Home Office|Auxílio Creche
FUNC-0459,Comercial,Assistente Comercial,Júnior,SC,Feminino,Pardo,CLT 40h,Presencial,2015-03-16,,,Ativo,1947.22,22,3.5,0,Stock Options|Home Office|Vale Transporte
FUNC-0460,Tecnologia,Desenvolvedor Backend Pl,Pleno,MG,Masculino,Pardo,CLT 40h,Presencial,2023-07-22,2024-12-21,Proposta externa,Desligado,8840.77,12,4.6,0,Vale Transporte|Plano de Saúde|Home Office|Stock Options
FUNC-0461,Tecnologia,Desenvolvedor Frontend Pl,Pleno,CE,Feminino,Não Informado,CLT 44h,Presencial,2019-02-13,,,Ativo,8945.02,7,3.3,0,Stock Options|Plano de Saúde|Auxílio Creche|Vale Transporte
FUNC-0462,Jurídico,Advogado Jr,Júnior,RS,Masculino,Preto,CLT 44h,Presencial,2023-12-16,,,Ativo,4131.63,12,2.8,4,Plano de Saúde|PLR|Vale Transporte
FUNC-0463,Financeiro,Analista Financeiro Sr,Sênior,RJ,Feminino,Não Informado,CLT 40h,Home Office,2016-11-01,2018-02-18,Desligamento sem justa causa,Desligado,8683.42,13,4.8,12,Auxílio Creche|PLR|Seguro de Vida|Plano de Saúde|Home Office
FUNC-0464,Financeiro,Analista Financeiro Pl,Pleno,MG,Feminino,Não Informado,PJ,Presencial,2023-07-23,,,Ativo,6963.75,10,3.2,2,Gympass|Plano Odontológico|Stock Options|Vale Transporte
FUNC-0465,RH,Analista de RH Pl,Pleno,SP,Feminino,Branco,PJ,Home Office,2023-06-14,,,Ativo,6049.83,12,3.4,4,Gympass|Home Office|Vale Refeição|Plano Odontológico
FUNC-0466,Financeiro,Analista Financeiro Pl,Pleno,RS,Masculino,Preto,PJ,Home Office,2019-06-03,2020-08-17,Desligamento sem justa causa,Desligado,4806.75,17,4.0,0,Gympass|Stock Options|Seguro de Vida|Plano Odontológico
FUNC-0467,Operações,Técnico de Operações Pl,Pleno,RS,Masculino,Branco,CLT 44h,Presencial,2017-09-11,,,Ativo,3900.09,9,2.4,3,Plano Odontológico|Seguro de Vida|Auxílio Creche|Home Office
